FEN,Eval
2sgk/b1S1p/1R3/P4/KG1B[R] w,488
2sgk/b1S1p/4R/P4/KG1B[R] b,462
1Rsgk/b1S1p/5/P4/KG1B[R] b,464
1b1gk/1s2p/1r1SR/P1G2/K2B[] b,-16
sb1gk/4p/1r1SR/P1G2/K2B[] w,4
sb1gk/4p/1r1SR/PG3/K2B[] b,-16
sb1gk/1r2p/3SR/PG3/K2B[] w,8
sb1gk/1r2S/4R/PG3/K2B[P] b,211
sb1gk/1r2p/4R/PG2S/K2B[] b,-12
s2gk/4p/1r1bR/PG3/K2B[s] w,-997
s2gk/4p/1r1R1/PG3/K2B[Bs] b,-579
sb1gk/4p/1r1SR/P1G1B/K[] b,-16
sb2k/2g1p/1r1SR/P1G1B/K[] w,4
sb2k/2g1p/1r1SR/PG2B/K[] b,-16
s2gk/2b1p/1r1SR/P1G1B/K[] w,-2
s2gk/2b1p/1rGSR/P3B/K[] b,-22
s2gk/2b1R/1r1S1/P1G1B/K[P] b,201
1b1gk/1s2p/r4/P1S1R/KG1B[] b,-12
1b1g1/1s1kp/r4/P1S1R/KG1B[] w,3
1b1g1/1s1kp/r3R/P1S2/KG1B[] b,-15
1b1g1/1s1kp/4r/P1S2/KG1B[r] w,-467
1b1g1/1s1kp/1S2r/P4/KG1B[r] b,-487
1b1g1/1srkp/1S2r/P4/KG1B[] w,-945
1b1g1/1srkp/1S2r/P3B/KG[] b,-965
1b1g1/1srkp/1S2r/P1G2/K2B[] b,-965
1b1g1/3kp/1s2r/P4/KG1B[sr] w,-1462
1b1g1/3kp/1s2r/P3B/KG[sr] b,-1482
1b1g1/3kp/1s2r/PG3/K2B[sr] b,-1482
1b1g1/1s1kp/2S1r/P4/KG1B[r] b,-487
1b1g1/1s1kp/r4/PKS1R/1G1B[] b,-12
1b1g1/1s1kp/3r1/PKS1R/1G1B[] w,2
1b1g1/1s1kp/P2r1/1KS1R/1G1B[] b,-7
1b1g1/1s1kp/P1r2/1KS1R/1G1B[] w,1
1b1g1/1s1kR/P1r2/1KS2/1G1B[P] b,206
1b1g1/1s1kp/P1rS1/1K2R/1G1B[] b,-19
1b1g1/1sk1p/P2r1/1KS1R/1G1B[] w,14
1b1g1/1sk1p/P2r1/1KSR1/1G1B[] b,-2
1b1g1/1s1kp/3S1/PK2R/1G1B[R] b,460
1b1g1/1s2p/3k1/PK2R/1G1B[Rs] w,-514
1b1g1/1s2p/3k1/PKB1R/1G[Rs] b,-528
1b1g1/1s2p/3k1/PKR1R/1G1B[s] b,-56
sb1gk/4p/r4/P1S1R/KG1B[] w,8
sb1gk/4p/r4/P1S2/KG1BR[] b,0
sb1gk/4p/1r3/P1S2/KG1BR[] w,14
sb1gk/4p/1r3/PGS2/K2BR[] b,-6
s2gk/b3p/1r3/PGS2/K2BR[] w,14
s2gk/b3p/1rG2/P1S2/K2BR[] b,-6
s2gk/b3R/1r3/PGS2/K2B[P] b,207
sb1gk/5/1r2p/PGS2/K2BR[] w,3
sb1gk/5/1r2R/PGS2/K2B[P] b,207
sb1gk/5/1G2p/P1S2/K2BR[R] b,461
sb1gk/4p/4r/P1S2/KG1BR[] w,20
sb1gk/4p/1S2r/P4/KG1BR[] b,0
1b1gk/s3p/1S2r/P4/KG1BR[] w,20
1b1gk/s3p/1S2R/P4/KG1B[R] b,462
1b1gk/s3p/1S2r/P3B/KG2R[] b,0
sbg1k/4p/1S2r/P4/KG1BR[] w,20
sbg1k/4p/1S2r/P3R/KG1B[] b,-12
sbg1k/4p/PS2r/5/KG1BR[] b,11
sb1gk/4p/4r/P1S1R/KG1B[] b,-12
s2gk/b3p/4r/P1S1R/KG1B[] w,8
s2gk/b3p/4r/P1SR1/KG1B[] b,-8
s2gk/b3p/4r/P1S1R/K1GB[] b,-12
sb1gk/4p/r4/P1S1R/KG1B[] w,8
sb1gk/4p/P4/2S1R/KG1B[R] b,471
sb1gk/4R/r4/P1S2/KG1B[P] b,213
sb1gk/4p/r3R/P1S2/KG1B[] b,-10
s2gk/4p/r3R/P1S1b/KG1B[] w,10
s2gk/4p/r3R/PKS1b/1G1B[] b,-5
s2gk/4p/4r/PKS1b/1G1B[r] w,-457
s2gk/4p/4r/P1S1b/KG1B[r] b,-482
s2gk/4p/1r2R/PKS1b/1G1B[] w,9
s2gk/4p/1K2R/P1S1b/1G1B[R] b,466
s2gk/4p/r3R/P1S1B/KG[B] b,416
s2gk/4p/4R/r1S1B/KG[Bp] w,213
s3k/3gp/r3R/P1S1B/KG[B] w,436
s3k/3gp/r1B1R/P1S1B/KG[] b,858
s3k/3gp/r2BR/P1S2/KG[B] b,422
sb1gk/5/r3p/P1S2/KG1B[r] w,-473
sb1gk/5/r1S1p/P4/KG1B[r] b,-493
sb1gk/5/r1S1p/P4/KGrB[] w,-949
sb1gk/5/r1S1p/P1B2/KGr[] b,-963
sb2k/2g2/r1S1p/P4/KG1B[r] w,-473
sb2k/2S2/r3p/P4/KG1B[Gr] b,225
sb2k/2g2/P1S1p/5/KG1B[Rr] b,-10
sb1gk/5/P3p/2S2/KG1B[Rr] b,-10
sb1gk/5/P4/2S1p/KG1B[Rr] w,-16
sb1gk/4R/P4/2S1p/KG1B[r] b,436
sb1gk/5/P1S2/4p/KG1B[Rr] b,-36
sb1gk/r4/P3p/2S2/KG1B[R] w,-460
sb1gk/r4/P3p/K1S2/1G1B[R] b,-476
sb1gk/r4/P2Rp/2S2/KG1B[] b,-2
1b2k/1sg1p/2r1R/P1S2/KG1B[] w,-8
1b2k/1sg1R/2r2/P1S2/KG1B[P] b,195
1b2k/1sg1p/2r1R/PGS2/K2B[] b,-28
1bg1k/1s2p/2r1R/PGS2/K2B[] w,-8
1bg1k/1s2p/1Sr1R/PG3/K2B[] b,-28
1bg1k/1sr1p/1S2R/PG3/K2B[] w,4
1bg1k/1sr1p/PS2R/1G3/K2B[] b,-5
2g1k/bsr1p/PS2R/1G3/K2B[] w,15
2g1k/bsr1R/PS3/1G3/K2B[P] b,218
2g1k/bsr1p/PS1R1/1G3/K2B[] b,1
1bg1k/2r1p/Ps2R/1G3/K2B[s] w,-980
1bg1k/2r1p/PR3/1G3/K2B[Ss] b,1
1bg1k/2r1p/Ps2R/G4/K2B[s] b,-1000
1bg1k/1Sr1p/4R/PG3/K2B[S] b,979
1bg1k/1r2p/4R/PG3/K2B[Ss] w,8
1bg1k/1r2p/5/PG2R/K2B[Ss] b,-14
1bg1k/1r2p/2R2/PG3/K2B[Ss] b,6
1b1gk/1Sr1p/4R/PG3/K2B[S] w,999
1b1gk/1Sr1p/4R/PG2S/K2B[] b,584
1b1gk/1Sr1p/4R/PG3/K1SB[] b,584
1b1gk/1s2p/1Sr1R/PG3/K2B[] w,-8
1b1gk/1s2p/2r1R/PGS2/K2B[] b,-28
3gk/1s2p/2r1R/PGS1b/K2B[] w,-8
3gk/1s2p/2rSR/PG2b/K2B[] b,-28
3gk/1s2p/2r2/PGS1R/K2B[B] b,396
1b1gk/1s2p/4r/PGS2/K2B[r] w,-462
1b1gk/1s2p/1G2r/P1S2/K2B[r] b,-482
1b1gk/1s2p/G3r/P1S2/K2B[r] b,-482
1b1gk/1s2p/1SG1R/P4/K2B[R] b,462
1b1gk/4p/1sG1R/P4/K2B[Rs] w,-513
1b1gk/4p/1sGR1/P4/K2B[Rs] b,-527
1b1gk/3Gp/1s2R/P4/K2B[Rs] b,-533
1b2k/1sg1p/1SG1R/P4/K2B[R] w,482
1b2k/1Gg1p/1S2R/P4/K2B[SR] b,1457
1b2k/1sg1p/1SG1R/P4/K1RB[] b,934
1bg1k/1s2p/2R2/PGS2/K2B[R] b,480
2g1k/1sb1p/2R2/PGS2/K2B[R] w,494
2gRk/1sb1p/2R2/PGS2/K2B[] b,948
2g1k/1sb1p/1R3/PGS2/K2B[R] b,462
2g1k/2b1p/1s3/PGS2/K2B[Rr] w,4
2g1k/2b1p/1s3/PGS2/KR1B[r] b,454
2g1k/2b1p/1s3/PGS2/1K1B[Rr] b,-12
2g2/1sbkp/1R3/PGS2/K2B[R] w,477
R1g2/1sbkp/1R3/PGS2/K2B[] b,943
1Rg2/1sbkp/1R3/PGS2/K2B[] b,931
1bg2/1s1kp/2R2/PGS2/K2B[R] w,495
1bg2/1s1kp/2RS1/PG3/K2B[R] b,475
1bg1k/1s2p/2RS1/PG3/K2B[R] w,500
1bg1k/1s2p/2RS1/PG2R/K2B[] b,950
1bg1k/1s1Sp/2R2/PG3/K2B[R] b,480
1bg2/1s2p/2RSk/PG3/K2B[R] w,494
1bg2/1s2S/2R1k/PG3/K2B[PR] b,697
1bgR1/1s2p/2RSk/PG3/K2B[] b,948
1bg2/1s1kp/R4/PGS2/K2B[R] b,457
1b1g1/1s1kp/R4/PGS2/K2B[R] w,477
1b1g1/1s1kp/R2R1/PGS2/K2B[] b,935
1b1g1/1s1kp/3R1/PGS2/K2B[R] b,463
1b3/1sgkp/R4/PGS2/K2B[R] w,477
1b3/1sgkp/R4/P1S2/KG1B[R] b,457
1b3/1sgkp/R2S1/PG3/K2B[R] b,457
1b2k/1s2p/1gr1R/PGS2/K2B[] w,-8
1b2k/1s2p/1gr2/PGS1R/K2B[] b,-30
1b2k/1sr1p/1g3/PGS1R/K2B[] w,2
1b2k/1sr1p/1g3/PGS2/K2BR[] b,-6
1bs1k/2r1p/1g3/PGS2/K2BR[] w,14
1bs1k/2r1p/1g2R/PGS2/K2B[] b,-16
1bs1k/2r1p/1g3/PGS2/1K1BR[] b,-2
1b2k/1sr1p/g4/PGS2/K2BR[] w,14
1b2k/1sr1p/g1S2/PG3/K2BR[] b,-6
1b2k/1sr1p/g4/PGS2/1K1BR[] b,-2
1b2k/1sr1p/Gg3/P1S1R/K2B[] b,-18
1b2k/1sr1p/G4/P1g1R/K2B[s] w,-993
1b2k/1sr1p/G4/P1R2/K2B[Gs] b,-287
1b2k/1sr1p/G4/g1S1R/K2B[p] w,-221
1b2k/1sr1p/5/G1S1R/K2B[Gp] b,477
1bs1k/4p/1gr2/PGS1R/K2B[] w,-10
1bs1k/4p/1gr2/PGS1R/1K1B[] b,-26
1bs2/3kp/1gr2/PGS1R/1K1B[] w,-11
1bs2/3kp/1Gr2/P1S1R/1K1B[G] b,687
1bs2/3kp/Ggr2/P1S1R/1K1B[] b,-31
1bs1k/4p/1g3/PGr1R/1K1B[s] w,-991
1bs1k/4R/1g3/PGr2/1K1B[Ps] b,-786
1bs1k/4p/Ggr2/P1S1R/K2B[] b,-30
1bs1k/1g2p/G1r2/P1S1R/K2B[] w,-10
1bs1k/1g2p/G1rS1/P3R/K2B[] b,-30
1bs1k/1g2R/G1r2/P1S2/K2B[P] b,195
2s1k/b3p/Ggr2/P1S1R/K2B[] w,-10
2s1k/b3p/GgrS1/P3R/K2B[] b,-30
2s1k/b3R/Ggr2/P1S2/K2B[P] b,195
1b2k/1s2p/Pgr1R/1GS2/K2B[] b,-17
1b2k/4p/sgr1R/1GS2/K2B[p] w,-231
1b2k/4p/sgG1R/2S2/K2B[Rp] b,239
1b2k/1s2p/1gG1R/2S2/K2B[Rp] w,259
1b2k/1s2p/1gGR1/2S2/K2B[Rp] b,245
1b2k/1s2p/1gG1R/R1S2/K2B[p] b,709
4k/b3p/sgG1R/2S2/K2B[Rp] w,259
4k/b3p/sgGSR/5/K2B[Rp] b,239
4k/b3p/sgG2/2S2/K2BR[Rp] b,249
1b2k/4p/sgrSR/1G3/K2B[p] b,-251
1b2k/1s2p/1grSR/1G3/K2B[p] w,-231
1b2k/1s2p/1grSR/1G3/1K1B[p] b,-247
1b2k/1s2p/1GrSR/5/K2B[Gp] b,467
1b2k/4p/s1rSR/1g3/K2B[pg] w,-949
1b2k/1s3/Pgr1p/1GS2/K2B[r] w,-480
1b2k/1s3/PgS1p/1G3/K2B[Rr] b,-10
1b2k/1s3/PgS1p/1G1r1/K2B[R] w,-466
1b2k/1s3/PgS1p/1G1rB/K[R] b,-486
1b2k/1s3/PgS1p/1G1r1/K2BR[] b,-4
4k/1sb2/PgS1p/1G3/K2B[Rr] w,4
4k/1sb2/PBS1p/1G3/K[GRr] b,708
R3k/1sb2/PgS1p/1G3/K2B[r] b,470
1b2k/Ps3/1gr1p/1GS2/K2B[r] b,-474
1b2k/Ps3/1gr2/1GS1p/K2B[r] w,-480
1b2k/Ps3/1Gr2/2S1p/K2B[Gr] b,218
1b2k/Ps3/1gG2/2S1p/K2B[Rr] b,-10
1b2k/Ps3/1gr1p/1GS2/K2Br[] w,-940
1b2k/Ps3/1Sr1p/1G3/K2Br[G] b,-242
1b2k/Ps3/1gS1p/1G3/K2Br[R] b,-470
1b1gk/1s2B/r3R/P4/KGS[P] b,213
1b2k/1sg1B/r3R/P4/KGS[P] w,233
1b2k/1sg1B/r3R/PP3/KGS[] b,196
sb2k/2g1B/r3R/PP3/KGS[] w,216
sb2k/2g1B/rP2R/P4/KGS[] b,207
sb3/2gkB/rP2R/P4/KGS[] w,222
sb3/2gkB/rP2R/P1G2/K1S[] b,202
1b3/s1gkB/rP2R/P1G2/K1S[] w,222
1b3/s1gkB/rP2R/P1GS1/K[] b,202
1b3/s2kB/rP1gR/P1GS1/K[] w,222
1b3/s2kB/rP1gR/P1GS1/1K[] b,206
1b3/s2kB/rP1SR/P1G2/K[G] b,920
1b3/2gkB/rs2R/P1GS1/K[p] w,-12
1b1+B1/2gk1/rs2R/P1GS1/K[p] b,262
1b1B1/2gk1/rs2R/P1GS1/K[p] b,-32
1b3/s1gkB/rP2R/PG3/K1S[] b,202
1b2k/s1g1B/rP2R/PG3/K1S[] w,227
1b2k/s1g2/rP2R/PGB2/K1S[] b,213
1b1Bk/s1g2/rP2R/PG3/K1S[] b,207
sb3/1g1kB/rP2R/P1G2/K1S[] w,222
sb3/1g1k1/rP1BR/P1G2/K1S[] b,208
sb3/g2k1/rP1BR/P1G2/K1S[] w,228
sb3/g2k1/rP1BR/P1GS1/K[] b,208
sb2+R/g2k1/rP1B1/P1G2/K1S[] b,512
sb3/1g1kB/rPR2/P1G2/K1S[] b,220
s4/1g1kB/rPRb1/P1G2/K1S[] w,234
s2B1/1g1k1/rPRb1/P1G2/K1S[] b,214
s4/1P1kB/r1Rb1/P1G2/K1S[G] b,958
s4/bg1kB/rPR2/P1G2/K1S[] w,240
s4/bg1kB/rPR2/P1GS1/K[] b,220
s2B1/bg1k1/rPR2/P1G2/K1S[] b,220
sb3/2gkB/rP3/P3R/KGS[] b,200
s4/b1gkB/rP3/P3R/KGS[] w,220
s2B1/b1gk1/rP3/P3R/KGS[] b,200
sb1B1/2gk1/rP3/P3R/KGS[] w,220
sb3/2gkB/rP3/P3R/KGS[] b,200
sb3/2gk+B/rP3/P3R/KGS[] b,494
s4/b1gkB/rP3/PS2R/KG[] b,200
sb3/2gkB/rP3/PS2R/KG[] w,220
sb3/2gkB/rP3/PSR2/KG[] b,208
sb3/2gk1/rP1B1/PS2R/KG[] b,206
sb3/2g1B/rPk2/P3R/KGS[] w,223
sb3/2g1B/rPk2/PG2R/K1S[] b,203
sb3/2gkB/rP3/PG2R/K1S[] w,220
sb3/2gk1/rP3/PG2R/KBS[] b,200
sb3/2gk1/rP1B1/PG2R/K1S[] b,206
sbg1k/4B/rP2R/P4/KGS[] w,227
sbg+Bk/5/rP2R/P4/KGS[] b,501
sbg1k/4B/rP2R/PK3/1GS[] b,212
sbg2/3kB/rP2R/PK3/1GS[] w,227
sbg2/3kB/rP2R/PKG2/2S[] b,207
sb2k/2g1B/rP2R/PK3/1GS[] w,232
sb2k/2g1B/rP3/PK3/1GS1R[] b,222
sb2k/2g1B/1r3/PK3/1GS1R[p] w,2
sb2k/2g1B/1r3/P4/KGS1R[p] b,-23
sb2k/4B/rP1g1/PK3/1GS1R[] w,242
sb2k/4B/rP1g1/PK2R/1GS[] b,210
sb2k/4B/PP1g1/1K3/1GS1R[R] b,705
sb2k/2g1B/rP1R1/PK3/1GS[] b,218
sb2k/4B/rPgR1/PK3/1GS[] w,238
sb2k/4B/rPgR1/P4/KGS[] b,213
sb2k/2g1B/r1R2/PP3/KGS[] b,214
sbg1k/4B/r1R2/PP3/KGS[] w,234
sbg1k/4B/rR3/PP3/KGS[] b,202
sbg1k/4B/1r3/PP3/KGS[r] w,-262
sbg1k/5/1r1B1/PP3/KGS[r] b,-276
sbg1k/1r3/1r1B1/PP3/KGS[] w,-730
sbg1k/1rB2/1r3/PP3/KGS[] b,-750
s+Bg1k/1r3/1r3/PP3/KGS[B] b,-36
1bg1k/1s3/1r1B1/PP3/KGS[r] w,-256
1Bg1k/1s3/1r3/PP3/KGS[Br] b,144
1+Bg1k/1s3/1r3/PP3/KGS[Br] b,438
sbg1k/4B/1r3/PPG2/K1S[r] b,-282
sbg1k/4B/1r1r1/PPG2/K1S[] w,-740
sbg1k/4B/1r1r1/PPG2/1KS[] b,-756
sbgBk/5/1r1r1/PPG2/K1S[] b,-760
sbg1k/2r1B/1r3/PPG2/K1S[] w,-740
sbg1k/2r1B/1r1G1/PP3/K1S[] b,-760
sbg1k/2r1B/1r3/PPG2/1KS[] b,-756
sbg2/3kB/rR3/PP3/KGS[] w,217
sbg2/3kB/r3R/PP3/KGS[] b,191
s1g2/b2kB/r3R/PP3/KGS[] w,211
s1g2/b2k1/r3R/PPB2/KGS[] b,197
s1g2/b2kB/r4/PP3/KGS1R[] b,201
sbg2/3kB/R4/PP3/KGS[R] b,663
s1g2/3kB/R4/PP2b/KGS[R] w,683
s1g2/3kB/RR3/PP2b/KGS[] b,1141
s1g2/3kB/R4/PPS1b/KG[R] b,663
sbg2/4k/R4/PP3/KGS[Rb] w,258
sbg2/4k/R1R2/PP3/KGS[b] b,728
Rbg2/4k/5/PP3/KGS[SRb] b,1247
sbg1k/4B/r1R2/PPS2/KG[] b,214
sb1gk/4B/r1R2/PPS2/KG[] w,234
sb1gk/4B/rR3/PPS2/KG[] b,202
sb1gk/r3B/1R3/PPS2/KG[] w,224
sb1gk/r3B/3R1/PPS2/KG[] b,204
sb1gk/r3B/1R3/PPS2/K1G[] b,204
sb2k/3gB/rR3/PPS2/KG[] w,222
sb2k/3gB/rR1S1/PP3/KG[] b,202
sb2k/3gB/r2R1/PPS2/KG[] b,202
sb1gk/4B/r1R2/PPS2/K1G[] b,214
sb2k/3gB/r1R2/PPS2/K1G[] w,234
sb+R1k/3gB/r4/PPS2/K1G[] b,490
sb2k/3gB/rSR2/PP3/K1G[] b,214
sb2k/2g1B/r1R2/PPS2/K1G[] w,234
sb2k/2g1B/rSR2/PP3/K1G[] b,214
sb2k/2g1B/r1R2/PP3/K1GS[] b,214
1bg1k/s3B/r1R2/PPS2/KG[] w,234
1bR1k/s3B/r4/PPS2/KG[G] b,918
1bR2/s3k/r4/PPS2/KG[Gb] w,508
1b3/s3k/r1+R2/PPS2/KG[Gb] b,792
1b3/s3k/r1R2/PPS2/KG[Gb] b,502
1bg1k/s3B/r1RS1/PP3/KG[] b,214
2g1k/s1b1B/r1RS1/PP3/KG[] w,228
2g1k/s1R1B/r2S1/PP3/KG[B] b,630
2g1k/s1b1B/rPRS1/P4/KG[] b,219
1bg1k/4B/rsRS1/PP3/KG[] w,234
1bg1k/2R1B/rs1S1/PP3/KG[] b,204
1bg+Bk/5/rsRS1/PP3/KG[] b,508
sb2k/2g1B/2r2/PP3/KGS[r] w,-274
sb1Bk/2g2/2r2/PP3/KGS[r] b,-294
1b1Bk/1sg2/2r2/PP3/KGS[r] w,-274
1b2k/1sg1+B/2r2/PP3/KGS[r] b,0
1b1Bk/1sg2/1Pr2/P4/KGS[r] b,-283
1b1Bk/1sg2/1Pr1r/P4/KGS[] w,-735
1b1Bk/1sg2/1Pr1r/PS3/KG[] b,-755
1b1Bk/1sg2/1Pr1r/P2S1/KG[] b,-755
1b1Bk/1sg2/1r3/P4/KGS[pr] w,-485
1b2k/1sg1+B/1r3/P4/KGS[pr] b,-211
1b2k/1sg1B/1r3/P4/KGS[pr] b,-505
sb1Bk/2g1r/2r2/PP3/KGS[] w,-744
sb1Bk/2g1r/2r2/PPG2/K1S[] b,-764
sb1Bk/2g2/2r2/PPG2/K1S1r[] w,-760
sb2k/2+B2/2r2/PPG2/K1S1r[G] b,238
sb1Bk/2g2/2r2/PPG2/K1S1+r[] w,-1050
sb1Bk/2g2/2G2/PP3/K1S1+r[R] b,-580
sb2k/2g1B/2r2/PPG2/K1S1+r[] b,-1070
sb2k/2B1r/2r2/PP3/KGS[G] b,-40
sb2k/2B1r/r4/PP3/KGS[G] w,-2
sb1+Bk/4r/r4/PP3/KGS[G] b,266
sb2k/4r/r2B1/PP3/KGS[G] b,-22
sb2k/2B2/2r2/PP2r/KGS[G] w,-22
sb2k/2B2/2r2/PPG1r/KGS[] b,-54
sb2k/G1B2/2r2/PP2r/KGS[] b,-54
sb2k/2g1B/P1r2/1P3/KGS[r] b,-283
sb2k/2g1B/P3r/1P3/KGS[r] w,-245
sb1Bk/2g2/P3r/1P3/KGS[r] b,-265
sb1Bk/2g1r/P4/1P3/KGS[r] w,-243
sb1Bk/2g1r/P4/KP3/1GS[r] b,-259
sb2k/2g1B/P4/1P3/KGS[Rr] b,207
sb1Bk/2g2/P4/1P3/KGS1r[r] w,-259
sb2k/2g1+B/P4/1P3/KGS1r[r] b,15
sb1Bk/2g2/P4/1P1S1/KG2r[r] b,-279
sb2k/2g1B/PP2r/5/KGS[r] b,-254
sb2k/2g1B/PP2r/5/KGSr[] w,-708
sb1Bk/2g2/PP2r/5/KGSr[] b,-728
sb2k/2g2/PP1Br/5/KGSr[] b,-722
sb2k/2g1B/PP2r/5/KGS1r[] w,-720
sb2k/2g1B/PP2r/1G3/K1S1r[] b,-740
sb2k/2g2/PP2r/2B2/KGS1r[] b,-734
sb2k/1rg1B/P1r2/1P3/KGS[] w,-737
sb2k/1rg1B/P1r2/1PS2/KG[] b,-757
sb2k/1rg1B/P2r1/1PS2/KG[] w,-725
sb2k/1rg1B/P2r1/1P3/KG1S[] b,-745
sb2k/1rg1B/PS1r1/1P3/KG[] b,-745
sb3/1rg1k/P1r2/1PS2/KG[b] w,-1167
sb3/1rg1k/P1rS1/1P3/KG[b] b,-1187
sb3/1rg1k/P1r2/KPS2/1G[b] b,-1183
sb1+Bk/1rg2/P1r2/1P3/KGS[] b,-463
1b2k/1s1gB/r3R/PP3/KGS[] w,216
1b2k/1s1gB/R4/PP3/KGS[R] b,668
4k/1s1gB/R4/PP2b/KGS[R] w,688
4k/1s1gB/R4/PP2b/KGSR[] b,1138
4k/1sg1B/R4/PP2b/KGSR[] w,1158
4k/1sg1B/4R/PP2b/KGSR[] b,1138
s3k/2g1B/4R/PP2b/KGSR[] w,1158
s3k/2g1B/P3R/1P2b/KGSR[] b,1149
s3k/2gRB/4R/PP2b/KGS[] b,1144
2g1k/1s2B/4R/PP2b/KGSR[] w,1158
2g1k/1s2B/3RR/PP2b/KGS[] b,1146
2gRk/1s2B/4R/PP2b/KGS[] b,1142
4k/1sg1B/2R2/PP2b/KGSR[] b,1156
s3k/2g1B/2R2/PP2b/KGSR[] w,1176
s3k/2g1B/3R1/PP2b/KGSR[] b,1144
s3k/2g2/2R2/PPB1b/KGSR[] b,1162
4k/1sg1B/2R2/PP3/KGSb[r] w,706
4k/1sg2/2RB1/PP3/KGSb[r] b,692
4k/1sg1B/2R2/PPG2/K1Sb[r] b,686
4k/1s1gB/4R/PP2b/KGS[R] b,668
sb2k/3gB/R4/PP3/KGS[R] w,688
sb2k/3gB/R4/PP3/KGS1R[] b,1150
sb1gk/4B/R4/PP3/KGS1R[] w,1170
sb1gk/4B/1R3/PP3/KGS1R[] b,1156
s2gk/4B/1R3/PP2b/KGS1R[] w,1176
s2Bk/5/1R3/PP2b/KGS1R[G] b,1874
s2+Bk/5/1R3/PP2b/KGS1R[G] b,2168
sb1gk/4B/R4/PP3/KGSR[] b,1138
s2gk/4B/R2b1/PP3/KGSR[] w,1152
s2gk/4B/R2b1/PPS2/KG1R[] b,1132
s2gk/4B/R2b1/PP1S1/KG1R[] b,1132
sb2k/4g/R4/PP3/KGSR[b] w,732
sb2k/4g/2R2/PP3/KGSR[b] b,730
sb2k/4g/R4/PP1S1/KG1R[b] b,712
sb2k/R2gB/5/PP3/KGS[R] b,668
1b2k/s2gB/5/PP3/KGS[Rr] w,216
1b1Rk/s2gB/5/PP3/KGS[r] b,670
1b2k/s2g1/3B1/PP3/KGS[Rr] b,202
1b2k/3g1/s2B1/PP3/KGS[Rr] w,222
1b2k/3g1/sR1B1/PP3/KGS[r] b,680
1b2k/3g1/s2B1/PP3/KGS1R[r] b,684
1b1gk/s4/3B1/PP3/KGS[Rr] w,222
1b1gk/s4/3B1/PPS2/KG[Rr] b,202
1b1gk/s4/1R1B1/PP3/KGS[r] b,680
s3k/R2gB/5/PP2b/KGS[R] w,688
s3k/R2g1/5/PPB1b/KGS[R] b,674
sb2k/R2g1/5/PPB2/KGS[R] w,694
sb2k/R1Rg1/5/PPB2/KGS[] b,1154
sb2k/R2g1/P4/1PB2/KGS[R] b,685
s3k/R1g2/5/PPB1b/KGS[R] w,694
s3k/R1g2/1B3/PP2b/KGS[R] b,674
s3k/R1g2/5/PP2b/KGSB[R] b,668
s2Bk/R2g1/5/PP2b/KGS[R] b,668
s2Bk/R2g1/5/PP3/KGSb[R] w,688
s2Bk/3g1/R4/PP3/KGSb[R] b,668
s2Bk/R2g1/5/PP3/KGSbR[] b,1150
sb1Bk/R2g1/5/PP3/KGS[R] w,688
sb1Bk/R2g1/1R3/PP3/KGS[] b,1146
sb1Bk/R2g1/3R1/PP3/KGS[] b,1146
1b2k/1s1gB/r2R1/PP3/KGS[] b,202
4k/1sbgB/r2R1/PP3/KGS[] w,216
4k/1sbgB/r2R1/PP1S1/KG[] b,196
4k/2bgB/rs1R1/PP1S1/KG[] w,216
3+Bk/2bg1/rs1R1/PP1S1/KG[] b,490
4k/2bRB/rs3/PP1S1/KG[G] b,912
4k/3RB/rs1b1/PP1S1/KG[G] w,932
4k/3R1/rs1B1/PP1S1/KG[GB] b,1350
4k/3RB/rs1bG/PP1S1/KG[] b,900
4k/3RB/rs3/PP1Sb/KG[G] w,938
4k/3RB/rs3/PP2b/KG2S[G] b,918
4k/3RB/rP3/P2Sb/KG[GS] b,1924
s3k/2bgB/r2R1/PP1S1/KG[] w,216
s3k/2bgB/r2R1/PP3/KG2S[] b,196
s3k/2bgB/3r1/PP3/KG2S[r] w,-268
s3k/2bgB/3r1/PP3/K1G1S[r] b,-288
s3k/2bg1/3B1/PP3/KG2S[Rr] b,196
s4/2bgk/r2R1/PP3/KG2S[b] w,-214
s4/2bgk/r1R2/PP3/KG2S[b] b,-222
s4/2bRk/r4/PP3/KG2S[Gb] b,482
s3k/2bgB/r1R2/PP1S1/KG[] b,208
4k/s1bgB/r1R2/PP1S1/KG[] w,228
4k/s1bgB/r3R/PP1S1/KG[] b,190
4k/s1bg1/r1RB1/PP1S1/KG[] b,214
s3k/2bgB/1rR2/PP1S1/KG[] w,222
s3k/2bgB/1rRS1/PP3/KG[] b,202
s3k/2bgB/1rR2/PP1S1/K1G[] b,202
4k/1sbgB/rR3/PP3/KGS[] b,196
4k/1sb1B/rR1g1/PP3/KGS[] w,216
4k/1sb2/rR1B1/PP3/KGS[G] b,920
2s1k/2b2/rR1B1/PP3/KGS[G] w,940
2s1k/2b2/r1RB1/PP3/KGS[G] b,932
2s1k/2b2/rR1B1/PP3/KGSG[] b,908
4k/rsb2/1R1B1/PP3/KGS[G] w,942
4k/rsb2/1R3/PP2B/KGS[G] b,916
4k/rRb2/3B1/PP3/KGS[GS] b,1915
4k/1sb1B/rR1g1/PPS2/KG[] b,196
4k/rsb1B/1R1g1/PPS2/KG[] w,218
4k/rsb1B/1R1g1/PP3/KG1S[] b,198
