FEN,Eval
B2gk/1r1sp/5/PSG2/1K1B[r] b,373
B1rgk/1r1sp/5/PSG2/1K1B[] w,-79
B1rgk/1r1sp/1G3/PS3/1K1B[] b,-99
B1rgk/1r1sp/2G2/PS3/1K1B[] b,-99
B2gk/1r1sp/4r/PSG2/1K1B[] w,-79
B2gk/1r1sp/2G1r/PS3/1K1B[] b,-99
B2gk/1r1sp/4r/PS3/1KGB[] b,-99
3gk/r2sp/5/P1G2/K1SBB[r] b,373
3gk/r2sp/r4/P1G2/K1SBB[] w,-79
3gk/r2sp/r4/P2G1/K1SBB[] b,-99
3gk/r2s1/r3p/P2G1/K1SBB[] w,-90
3gk/r2s1/r3p/P1BG1/K1S1B[] b,-104
3gk/r2s1/r3G/P4/K1SBB[P] b,124
3gk/r3p/r1s2/P2G1/K1SBB[] w,-79
3gk/r3p/P1s2/3G1/K1SBB[R] b,384
3gk/r3p/r1s2/P1G2/K1SBB[] b,-99
3gk/r2sp/r1B2/P1G2/K1SB[] b,-84
3gk/r3p/r1s2/P1G2/K1SB[b] w,-506
3gk/r3p/r1s2/P1GS1/K2B[b] b,-526
3gk/r3p/rGs2/P4/K1SB[b] b,-526
3gk/2rsp/5/P1G2/K1SBB[r] w,385
3gk/2rsp/5/P1G1B/K1S1B[r] b,365
1r1gk/2rsp/5/P1G1B/K1S1B[] w,-85
1r1gk/2rsp/5/P2GB/K1S1B[] b,-105
3gk/1r1sp/5/P1G1B/K1S1B[r] w,389
3gk/1r1sp/5/P1GSB/K3B[r] b,369
3gk/2rsp/5/PKG2/2SBB[r] b,370
1r1gk/2rsp/5/PKG2/2SBB[] w,-80
1r1gk/2rsp/1G3/PK3/2SBB[] b,-100
3gk/1rrsp/5/PKG2/2SBB[] w,-84
3gk/1Brsp/5/PKG2/2SB[R] b,374
3gk/3sp/r4/P1GB1/K1SB[r] b,375
3gk/3sp/2r2/P1GB1/K1SB[r] w,377
3gk/3sp/P1r2/2GB1/K1SB[r] b,368
3gk/4p/P1rs1/2GB1/K1SB[r] w,388
3gk/4p/P1rs1/2GBB/K1S[r] b,368
r2gk/4p/P1rs1/2GBB/K1S[] w,-94
r2gk/4p/P1Bs1/2G1B/K1S[R] b,387
r2gk/4p/P1rs1/1KGBB/2S[] b,-109
3gk/4p/P1r2/2GsB/K1S[rb] w,-43
3gk/4p/P1rG1/3sB/K1S[rb] b,-63
3gk/4p/P1r2/2GSB/K[Srb] b,932
3gk/4p/P1rG1/3B1/K1SB[Sr] b,1363
3gk/5/P1rGp/3B1/K1SB[Sr] w,1372
3gk/5/P1rGp/3B1/KSSB[r] b,957
3gk/P4/2rGp/3B1/K1SB[Sr] b,1378
3gk/r3p/P1rG1/3B1/K1SB[S] w,913
3gk/P3p/2rG1/3B1/K1SB[SR] b,1389
3gk/r3p/P1G2/3B1/K1SB[SR] b,1383
3gk/3sp/P1r1r/2GB1/K1SB[] w,-84
3gk/3sp/P1r1r/1SGB1/K2B[] b,-104
3gk/3sp/P1rr1/1SGB1/K2B[] w,-90
3gk/3sp/PSrr1/2GB1/K2B[] b,-110
3gk/3sp/P1rr1/1SGB1/1K1B[] b,-106
2rgk/3sp/P3r/1SGB1/K2B[] w,-66
2rgk/3sp/P3r/KSGB1/3B[] b,-82
2rgk/3sp/P3r/1SGB1/1K1B[] b,-82
3gk/3sp/P1r1r/1G1B1/K1SB[] b,-104
3gk/3sp/P1r2/1G1B1/K1SBr[] w,-98
3gk/3sp/P1r2/1G3/K1SBB[R] b,364
3gk/3sp/P1B2/1G3/K1SBr[R] b,383
2sgk/4p/P1r1r/1G1B1/K1SB[] w,-84
2sgk/4p/P1r1B/1G3/K1SB[R] b,365
2sgk/4p/PGr1r/3B1/K1SB[] b,-104
3gk/3sp/2r2/PG1B1/K1SB[r] b,357
1r1gk/3sp/2r2/PG1B1/K1SB[] w,-93
1r1gk/B2sp/2r2/PG1B1/K1S[] b,-113
1r1gk/B2s1/2r1p/PG1B1/K1S[] w,-104
1r1gk/B2s1/2r1p/PGSB1/K[] b,-124
1r1gk/B2s1/2r1p/P2B1/KGS[] b,-124
r2gk/B2sp/2r2/PG1B1/K1S[] w,-105
r2gk/B2sp/2r2/PG3/K1S1B[] b,-129
r2gk/B2sp/P1r2/1G1B1/K1S[] b,-114
1r1gk/3sp/1Br2/PG1B1/K1S[] b,-107
1r1gk/2rsp/1B3/PG1B1/K1S[] w,-75
+Br1gk/2rsp/1B3/PG3/K1S[] b,195
1r1gk/2rsp/1B3/PG3/K1S1B[] b,-99
1r1gk/4p/1Br1s/PG1B1/K1S[] w,-87
1r1gk/4p/2r1s/PGBB1/K1S[] b,-107
1r1gk/4p/1Br1B/PG3/K1S[S] b,885
r2gk/3sp/2r2/PG1B1/K1SB[] w,-105
r2gk/3sp/2r2/P1GB1/K1SB[] b,-125
r2gk/2rsp/5/P1GB1/K1SB[] w,-93
B2gk/2rsp/5/P1G2/K1SB[R] b,365
r2gk/2rsp/2G2/P2B1/K1SB[] b,-113
3gk/r2sp/2r2/P1GB1/K1SB[] w,-93
3gk/r2sp/2r2/P1GB1/1KSB[] b,-109
3gk/r2sp/2r2/P1GBB/K1S[] b,-113
r2gk/3sp/2r2/PGSB1/K2B[] b,-125
3gk/3sp/r1r2/PGSB1/K2B[] w,-95
3gk/3sp/r1r2/PGS2/K1BB[] b,-118
3gk/3sp/r1B2/PGS2/K2B[R] b,386
r2gk/3s1/2r1p/PGSB1/K2B[] w,-116
r2gk/3s1/2r1p/PGSBB/K[] b,-136
r2gk/3s1/P1r1p/1GSB1/K2B[] b,-125
3gk/4p/r3s/P1GB1/K1SB[r] w,395
3gk/4p/r1G1s/P2B1/K1SB[r] b,375
3gk/4p/r1G1s/P2B1/K1SBr[] w,-91
3gk/4p/P1G1s/3B1/K1SBr[R] b,372
3gk/4p/P1G1s/3B1/K1Sr[Rb] w,-22
3gk/4p/P1G1s/3BR/K1Sr[b] b,428
3gk/4p/P1G1s/3B+r/K1SB[R] w,116
3gk/4p/PG2s/3B+r/K1SB[R] b,96
3gk/4p/P2Gs/3B+r/K1SB[R] b,96
3gk/4p/rG2s/P2B1/K1SBr[] b,-111
3gk/4p/1r2s/P2B1/K1SBr[g] w,-815
3gk/4p/1r2B/P4/K1SBr[Sg] b,157
B2gk/4p/1r2s/P4/K1SBr[g] b,-839
2g1k/4p/rG2s/P2B1/K1SBr[] w,-91
2g1k/4p/r1G1s/P2B1/K1SBr[] b,-111
2g1k/1G2p/r3s/P2B1/K1SBr[] b,-111
2g1k/4p/r1G1s/P2B1/K1SB[r] w,395
2g1k/4p/r1G1s/PS1B1/K2B[r] b,375
1rg1k/4p/r1G1s/PS1B1/K2B[] w,-75
1rg1k/4p/r3s/PSGB1/K2B[] b,-95
1rg1k/2G1p/r3s/PS1B1/K2B[] b,-95
2g1k/4p/r1G1s/PS1B1/K2Br[] w,-91
2g1k/2G1p/r3s/PS1B1/K2Br[] b,-111
2g1k/4p/P1G1s/3B1/K1SB[Rr] b,858
2g1k/4p/P1G1s/3Br/K1SB[R] w,406
2g1k/2R1p/P1G1s/3Br/K1SB[] b,866
2g1k/4p/P1G1s/2RBr/K1SB[] b,864
2g1k/4p/PrG1s/3B1/K1SB[R] w,400
2g1k/4p/PrGRs/3B1/K1SB[] b,858
2g1k/2R1p/PrG1s/3B1/K1SB[] b,860
3gk/4p/r3s/PG1B1/K1SB[r] b,375
3gk/3sp/r4/PG1B1/K1SB[r] w,395
3gk/1B1sp/r4/PG3/K1SB[r] b,375
2g1k/1B1sp/r4/PG3/K1SB[r] w,395
2g1k/1B1sp/r4/P1G2/K1SB[r] b,375
2g1k/1B1sp/rB3/PG3/K1S[r] b,381
3gk/rB1sp/5/PG3/K1SB[r] w,397
3gk/r2sp/B4/PG3/K1SB[r] b,374
3gk/BB1sp/5/PG3/K1S[Rr] b,847
3gk/3sp/r4/P1GB1/K1SB[r] b,375
1r1gk/3sp/r4/P1GB1/K1SB[] w,-75
1r1gk/3sp/r4/PG1B1/K1SB[] b,-95
2g1k/3sp/r4/P1GB1/K1SB[r] w,395
+B1g1k/3sp/r4/P1G2/K1SB[r] b,665
2g1k/3sp/P4/2GB1/K1SB[Rr] b,858
3gk/4p/r3s/PG1B1/K1SBr[] w,-91
3gk/B3p/r3s/PG1B1/K1S1r[] b,-111
3gk/B3p/r3s/PG1B1/K1Sr[] w,-79
3gk/B3p/r3s/P2B1/KGSr[] b,-99
3gk/B3p/G3s/P2B1/K1Sr[R] b,373
3g1/B2kp/r3s/PG1B1/K1S1r[] w,-96
3g1/B2kp/r3B/PG3/K1S1r[S] b,876
1B1g1/3kp/r3s/PG1B1/K1S1r[] b,-116
3gk/4p/r3s/PGBB1/K1S1r[] b,-105
3gk/4p/4s/rGBB1/K1S1r[p] w,-308
r2gk/4p/4s/PGBB1/K1S1r[] w,-95
r2gk/4p/2G1s/P1BB1/K1S1r[] b,-115
r2gk/4p/3Bs/PG1B1/K1S1r[] b,-115
r2gk/3sp/1R3/P1G2/KBSB[] b,838
r2gk/4p/1Rs2/P1G2/KBSB[] w,858
rR1gk/4p/2s2/P1G2/KBSB[] b,834
rR1gk/1s2p/5/P1G2/KBSB[] w,854
rR1gk/1s2p/3G1/P4/KBSB[] b,834
rRg1k/1s2p/3G1/P4/KBSB[] w,854
rRg1k/1s2p/4G/P4/KBSB[] b,834
rR1gk/1s2p/4G/P4/KBSB[] w,854
rR1gk/Bs2p/4G/P4/KBS[] b,834
r1Rgk/1s2p/4G/P4/KBSB[] b,836
rRg1k/4p/2s1G/P4/KBSB[] w,854
rRg1k/4p/2s1G/PS3/KB1B[] b,834
rRg1k/4p/2s1G/P1B2/KBS[] b,840
rRg1k/1s2p/P2G1/5/KBSB[] b,845
1Rg1k/rs2p/P2G1/5/KBSB[] w,877
1Rg1k/rs2p/P4/3G1/KBSB[] b,857
1Rg1k/rs2p/P1G2/5/KBSB[] b,857
rR1gk/1s2p/5/P1G1B/KBS[] b,834
1R1gk/rs2p/5/P1G1B/KBS[] w,866
3gk/rR2p/5/P1G1B/KBS[S] b,1843
2g1k/rR2p/5/P1G1B/KBS[S] w,1863
1Bg1k/rR2p/5/P1G2/KBS[S] b,1843
1+Bg1k/rR2p/5/P1G2/KBS[S] b,2137
1R1gk/rs2p/5/PSG1B/KB[] b,846
1Rg1k/rs2p/5/PSG1B/KB[] w,866
1Rg1k/rs2p/5/PS2B/KBG[] b,846
2g1k/rR2p/5/PSG1B/KB[S] b,1843
rRg1k/4p/2s2/P1G2/KBSB[] w,854
rRg1k/4p/2s2/P2G1/KBSB[] b,834
rRg1k/3sp/5/P2G1/KBSB[] w,854
r1+R1k/3sp/5/P2G1/KBSB[G] b,1844
rRg1k/3sp/5/PS1G1/KB1B[] b,834
rR1gk/3sp/5/PS1G1/KB1B[] w,854
rR1gk/3sp/4G/PS3/KB1B[] b,834
rR1gk/3sp/P4/1S1G1/KB1B[] b,845
rRgk1/3sp/5/PS1G1/KB1B[] w,850
rRgk1/3sp/1S3/P2G1/KB1B[] b,830
rRgk1/3sB/5/PS1G1/K2B[P] b,1053
rRg1k/4p/5/Ps1G1/KBSB[] w,854
R1g1k/4p/2s2/P1G2/KBSB[R] b,1328
R1g1k/3sp/5/P1G2/KBSB[R] w,1348
R1g1k/3sp/2G2/P4/KBSB[R] b,1328
R1g1k/4p/2Gs1/P4/KBSB[R] w,1348
R1g1k/4p/2Gs1/P1B2/KBS[R] b,1334
R1gRk/4p/2Gs1/P4/KBSB[] b,1802
R1g1k/3sp/2R2/P1G2/KBSB[] b,1818
R1g1k/3s1/2R1p/P1G2/KBSB[] w,1827
R1g1k/3s1/3Rp/P1G2/KBSB[] b,1795
1Rg1k/3s1/2R1p/P1G2/KBSB[] b,1795
R1g1k/4p/2Rs1/P1G2/KBSB[] w,1838
2g1k/R3p/2Rs1/P1G2/KBSB[] b,1804
R1g1k/4p/2Rs1/P1G1B/KBS[] b,1818
r2gk/4p/1Rs2/P2G1/KBSB[] b,838
3gk/r3p/1Rs2/P2G1/KBSB[] w,870
3gk/r3p/1Rs2/PS1G1/KB1B[] b,850
2g1k/r3p/1Rs2/PS1G1/KB1B[] w,870
2g1k/r3p/1RG2/PS3/KB1B[S] b,1845
4k/rg2p/1RG2/PS3/KB1B[S] w,1865
4k/rg2p/1RG2/P4/KBSB[S] b,1845
4k/rg2p/1RG1S/PS3/KB1B[] b,1450
3gk/r3p/1RG2/PS3/KB1B[S] w,1865
3gk/r1S1p/1RG2/PS3/KB1B[] b,1450
2Sgk/r3p/1RG2/PS3/KB1B[] b,1450
2g1k/r3p/1Rs2/PSBG1/KB[] b,856
2g1k/4p/1Rs2/rSBG1/KB[p] w,651
2g1k/4p/1Rs2/KSBG1/1B[Rp] b,1107
2g1k/r3p/1R3/PSBs1/KB[g] w,158
2g1k/r3B/1R3/PS1s1/KB[Pg] b,355
1Rg1k/r3p/5/PSBs1/KB[g] b,134
3gk/4p/rRs2/PS1G1/KB1B[] w,868
3gk/4p/R1s2/PS1G1/KB1B[R] b,1314
3gk/5/R1s1p/PS1G1/KB1B[R] w,1323
3gk/5/R1s1p/PSBG1/K2B[R] b,1309
3gk/3R1/R1s1p/PS1G1/KB1B[] b,1779
3gk/4p/R4/PS1s1/KB1B[Rg] w,616
R2gk/4p/R4/PS1s1/KB1B[g] b,1082
+R2gk/4p/5/PS1s1/KB1B[Rg] b,900
3gk/4p/rRs2/PSG2/KB1B[] b,848
4k/2g1p/rRs2/PSG2/KB1B[] w,868
4k/2g1p/rRS2/P1G2/KB1B[S] b,1843
4k/2g1p/rRs2/PS3/KBGB[] b,848
3gk/4p/rR3/PSs2/KB1B[g] w,150
3gk/4p/SR3/P1s2/KB1B[Rg] b,602
1+R1gk/4p/r4/PSs2/KB1B[g] b,416
2rgk/4p/1Rs2/P2G1/KBSB[] w,868
1Rrgk/4p/2s2/P2G1/KBSB[] b,844
1Rr1k/3gp/2s2/P2G1/KBSB[] w,864
1Rr1k/3gp/2sG1/P4/KBSB[] b,844
1Rr1k/4p/2sg1/P4/KBSB[g] w,146
2r1k/1+R2p/2sg1/P4/KBSB[g] b,418
1Rr1k/4p/2sg1/P2S1/KB1B[g] b,126
1Rr1k/3gp/2s2/P1BG1/K1SB[] b,850
1Rr1k/4p/2s1g/P1BG1/K1SB[] w,870
2r1k/4p/1+Rs1g/P1BG1/K1SB[] b,1144
1Rr1k/3gp/5/P1Bs1/K1SB[g] w,152
R1r1k/3gp/5/P1Bs1/K1SB[g] b,144
2r1k/3gp/1R3/P1Bs1/K1SB[g] b,136
1Rrg1/3kp/2s2/P2G1/KBSB[] w,859
2+Rg1/3kp/2s2/P2G1/KBSB[R] b,1603
1Rrg1/3kp/2s2/P1BG1/K1SB[] b,845
1Rrgk/4p/2s2/P1BG1/K1SB[] w,870
2rgk/4p/1Rs2/P1BG1/K1SB[] b,854
1Rrgk/4p/P1s2/2BG1/K1SB[] b,861
1Rr1g/3kp/2s2/P1BG1/K1SB[] w,865
1Rr1g/3kp/2s2/P1B1G/K1SB[] b,845
2r1g/1+R1kp/2s2/P1BG1/K1SB[] b,1137
2rgk/4p/2R2/P2G1/KBSB[S] b,1855
2rgk/5/2R1p/P2G1/KBSB[S] w,1864
2rgk/5/P1R1p/3G1/KBSB[S] b,1855
3gk/2r2/P1R1p/3G1/KBSB[S] w,1869
3gk/2r2/P1R1p/1K1G1/1BSB[S] b,1854
3gk/2R2/P3p/3G1/KBSB[SR] b,2317
1r1gk/5/P1R1p/3G1/KBSB[S] w,1877
1r1gk/5/P1RSp/3G1/KBSB[] b,1462
1r1gk/5/P1RGp/5/KBSB[S] b,1857
2rgk/5/R3p/P2G1/KBSB[S] b,1826
2r1k/3g1/R3p/P2G1/KBSB[S] w,1846
2r1k/3g1/R2Bp/P2G1/K1SB[S] b,1832
2r1k/3g1/R3p/P1BG1/K1SB[S] b,1832
r2gk/5/R3p/P2G1/KBSB[S] w,1836
r2gk/5/R3p/P1SG1/KBSB[] b,1421
r2gk/R4/4p/P2G1/KBSB[S] b,1816
2rg1/3kp/2R2/P2G1/KBSB[S] w,1870
2rg1/3kp/2R2/P2GS/KBSB[] b,1455
3g1/2rkp/2R2/P2GS/KBSB[] w,1469
3g1/2rkp/1BR2/P2GS/KBS[] b,1455
3g1/2rkp/2R2/P1BGS/KBS[] b,1455
S1rg1/3kp/2R2/P2G1/KBSB[] b,1455
r2g1/3kp/2R2/P2G1/KBSB[s] w,470
r2g1/3kp/1R3/P2G1/KBSB[s] b,438
r2g1/3kp/2R2/PK1G1/1BSB[s] b,455
3gk/3sp/1R3/r1G2/KBSB[p] w,645
1rsgk/4p/1R3/P1G2/K1SB[B] w,444
1rsgk/4p/1R3/P1G2/KBSB[] b,850
1r1gk/3sp/1R3/P1G2/KBSB[] w,870
1r1gk/3sp/1R1G1/P4/KBSB[] b,850
3gk/1r1sp/1R1G1/P4/KBSB[] w,866
3gk/1r1sp/1R1G1/P1B2/KBS[] b,852
3gk/1r1s1/1R1Gp/P1B2/KBS[] w,861
3gk/1r1s1/1R1Gp/P1BS1/KB[] b,841
3gk/3s1/1r1Gp/P1BS1/KB[r] w,379
3gk/3s1/1rSGp/P1B2/KB[r] b,359
3gk/3s1/Pr1Gp/2BS1/KB[r] b,370
3gk/r2s1/1R1Gp/P1BS1/KB[] w,865
3gk/r2s1/1RG1p/P1BS1/KB[] b,845
3gk/r2s1/1R1Gp/P1B2/KBS[] b,845
3gk/1r1s1/1R2G/P1B2/KBS[P] b,1075
3gk/1r3/1Rs1G/P1B2/KBS[P] w,1095
3gk/1R3/2s1G/P1B2/KBS[PR] b,1547
3gk/1r1G1/1Rs2/P1B2/KBS[P] b,1075
3gk/3s1/1r2G/P1B2/KBS[Pr] w,613
3gk/2Ps1/1r2G/P1B2/KBS[r] b,608
3gk/3sB/1r2G/P4/KBS[Pr] b,587
2g1k/1r1sp/1R1G1/P1B2/KBS[] w,872
2g1k/1r1sG/1R3/P1B2/KBS[P] b,1075
2g1k/1r1sp/2RG1/P1B2/KBS[] b,864
3gk/1r1sp/2RG1/P1B2/KBS[] w,884
3gk/1r1Gp/2R2/P1B2/KBS[S] b,1859
3gk/1r1sp/2R1G/P1B2/KBS[] b,864
2g1k/3sp/2RG1/P1B2/KrS[b] w,458
3gk/1r1sp/3G1/PR3/KBSB[] b,842
3gk/1r2p/3s1/PR3/KBSB[g] w,144
3gk/1r2p/3s1/P3R/KBSB[g] b,120
3gk/1r1gp/3s1/P3R/KBSB[] w,152
3gk/1r1gp/3B1/P3R/K1SB[S] b,1133
3gk/1r1gp/3sR/P4/KBSB[] b,134
3gk/1r2p/2gs1/P3R/KBSB[] w,152
3gk/1r2p/2gs1/P4/KBSBR[] b,144
3gk/1r2p/2gs1/P1B1R/K1SB[] b,138
3gk/Br2p/3s1/PR3/KBS[g] b,124
3gk/B3p/1r1s1/PR3/KBS[g] w,140
1B1gk/4p/1r1s1/PR3/KBS[g] b,120
3gk/B3p/1r1s1/PRB2/K1S[g] b,126
3gk/Br2p/3s1/PR3/KBS1g[] w,156
3gk/Br2p/3s1/PR1S1/KB2g[] b,136
3gk/BR2p/3s1/P4/KBS1g[R] b,612
1r1gk/3sp/3G1/PR3/KBSB[] w,866
1r1gk/B2sp/3G1/PR3/KBS[] b,846
1r1gk/B2s1/3Gp/PR3/KBS[] w,855
1r1gk/3s1/3Gp/PRB2/KBS[] b,841
1r1gk/B2s1/3Gp/P1R2/KBS[] b,839
1r1gk/B3p/3Gs/PR3/KBS[] w,866
1r1gk/B3p/2G1s/PR3/KBS[] b,846
1B1gk/4p/3Gs/PR3/KBS[R] b,1316
1r1gk/3sp/3G1/P2R1/KBSB[] b,846
r2gk/3sp/3G1/P2R1/KBSB[] w,854
r2gk/3sp/2G2/P2R1/KBSB[] b,834
r2gk/3sp/3G1/P1R2/KBSB[] b,838
3gk/3sp/3G1/Pr1R1/KBSB[] w,860
3gk/B2sp/3G1/Pr1R1/KBS[] b,840
3gk/3sp/3G1/Pr2R/KBSB[] b,836
1r1gk/4p/1RsG1/P4/KBSB[] w,870
1r1gk/4p/2sG1/PR3/KBSB[] b,846
1r1gk/1s2p/3G1/PR3/KBSB[] w,866
1r1gk/1s2p/P2G1/1R3/KBSB[] b,857
sr1gk/4p/P2G1/1R3/KBSB[] w,877
sr1gk/2G1p/P4/1R3/KBSB[] b,857
sr1gk/P3p/3G1/1R3/KBSB[] b,883
2rgk/1s2p/P2G1/1R3/KBSB[] w,875
2rgk/1s2p/P2G1/1RB2/K1SB[] b,861
2rgk/1s2p/P2G1/BR3/K1SB[] b,855
1r1gk/1s2p/3G1/P3R/KBSB[] b,842
1r1gk/1s3/3Gp/P3R/KBSB[] w,851
1r1gk/1s3/3Gp/P4/KBSBR[] b,843
1r1gk/1s3/3Gp/PK2R/1BSB[] b,836
2rgk/1s2p/3G1/P3R/KBSB[] w,860
2rgk/Bs2p/3G1/P3R/KBS[] b,840
2rgk/1s2p/3G1/PR3/KBSB[] b,844
1rg1k/4p/2sG1/PR3/KBSB[] w,866
1rg1k/3Gp/2s2/PR3/KBSB[] b,846
1rg1k/4p/2sG1/PR2B/KBS[] b,846
1rg1k/4p/3G1/Ps2B/KBS[r] w,392
1r1gk/4G/1Rs2/P4/KBSB[P] b,1073
1r1gk/3sp/3R1/P1G2/KBSB[] b,850
2rgk/3sp/3R1/P1G2/KBSB[] w,868
2rgk/3sp/3R1/P2G1/KBSB[] b,848
2rgk/4p/3Rs/P2G1/KBSB[] w,868
2rgk/4p/3Rs/PS1G1/KB1B[] b,848
3gk/4p/3Rs/PS1G1/KB+rB[] w,574
3gk/4p/P2Rs/1S1G1/KB+rB[] b,565
3Rk/4p/4s/PS1G1/KB+rB[G] b,1268
3gk/4p/3Rs/PSrG1/KB1B[] w,860
3gk/4p/3RG/PSr2/KB1B[S] b,1835
3gk/4p/3Rs/P1rG1/KBSB[] b,840
2rgk/4p/1B1Rs/P2G1/KBS[] b,854
3gk/4p/1B1Rs/P2G1/KB+r[s] w,-415
3gk/4p/1B1Rs/P4/KB+rG[s] b,-435
3gk/2B1p/3Rs/P2G1/KB+r[s] b,-435
r2gk/4p/1B1Rs/P2G1/KBS[] w,864
r2gk/4p/1B1Rs/P1G2/KBS[] b,844
r2gk/4p/3Rs/P1BG1/KBS[] b,844
2r1k/2gsp/3R1/P2G1/KBSB[] w,868
2r1k/2gsp/3R1/P1SG1/KB1B[] b,848
2r1k/3sp/1g1R1/P1SG1/KB1B[] w,868
2r1k/3sp/1g1RG/P1S2/KB1B[] b,848
2r1k/3sp/1g2R/P1SG1/KB1B[] b,842
2r1k/1g1sp/3R1/P1SG1/KB1B[] w,868
2r1k/1g1sp/3R1/P1SGB/KB[] b,848
2r1k/1g1sp/2R2/P1SG1/KB1B[] b,860
2r1k/2gRp/5/P2G1/KBSB[S] b,1841
3rk/2gRp/5/P2G1/KBSB[S] w,1863
3rk/2gRp/3B1/P2G1/K1SB[S] b,1849
3rk/2gRp/4S/P2G1/KBSB[] b,1448
1r2k/2gRp/5/P2G1/KBSB[S] w,1863
1r2k/2gRp/5/P1BG1/K1SB[S] b,1849
2rgk/3sp/1R3/P1G2/KBSB[] b,848
2rgk/4p/1R1s1/P1G2/KBSB[] w,868
2rgk/4p/1R1s1/PG3/KBSB[] b,848
2rg1/3kp/1R1s1/PG3/KBSB[] w,863
2rg1/3kp/1R1s1/P1G2/KBSB[] b,843
2rg1/3kp/1R1s1/PGB2/KBS[] b,849
2rgk/4p/1R3/PG2s/KBSB[] w,868
2rgk/4p/1R3/PG2B/KBS[S] b,1843
1Rrgk/4p/5/PG2s/KBSB[] b,844
2rgk/4p/3s1/PRG2/KBSB[] b,844
2rgk/4p/5/PRs2/KBSB[g] w,146
1Rrgk/4p/5/P1s2/KBSB[g] b,126
2rgk/4p/5/PRs1B/KBS[g] b,126
2rgk/4p/5/PRGs1/KBSB[] w,864
2rgk/4p/1G3/PR1s1/KBSB[] b,844
2rgk/4p/2G2/PR1s1/KBSB[] b,844
3gk/3sp/1R3/P1r2/KBSB[g] w,142
3gk/3sp/R4/P1r2/KBSB[g] b,116
3gk/3sp/Rg3/P1r2/KBSB[] w,148
3gk/3sp/Rg3/P1S2/KB1B[R] b,608
3gk/3sp/Rg3/P1B2/K1SB[R] b,614
3gk/3s1/R3p/P1r2/KBSB[g] w,125
R2gk/3s1/4p/P1r2/KBSB[g] b,119
3gk/3sp/1R3/P1r1B/KBS[g] b,122
3gk/3sp/gR3/P1r1B/KBS[] w,154
1+B1gk/3sp/gR3/P1r2/KBS[] b,428
3gk/3sp/gR3/P1B1B/K1S[R] b,620
3gk/3sp/1R3/P3B/KBr[gs] w,-849
3gk/3sp/1R3/PK2B/1Br[gs] b,-864
3gk/3sp/5/PR2B/KBr[gs] b,-873
1r1gk/4p/2sR1/P1G2/KBSB[] w,870
1r1gk/4p/2sR1/P1G1B/KBS[] b,850
3gk/1r2p/2sR1/P1G1B/KBS[] w,866
3Rk/1r2p/2s2/P1G1B/KBS[G] b,1560
3gk/1r1Rp/2s2/P1G1B/KBS[] b,844
4k/1rgRp/2s2/P1G1B/KBS[] w,864
4k/1rgRp/1Gs2/P3B/KBS[] b,844
4k/1rg1p/2s2/P1G1B/KBSR[] b,838
3gk/1r1sp/5/P1G1B/KBS[r] w,388
3gk/1r1sp/5/P1GSB/KB[r] b,368
1B1gk/1r1sp/5/P1G2/KBS[r] b,368
1r1gk/5/2sRp/P1G1B/KBS[] w,859
1r1gk/5/2sRp/PG2B/KBS[] b,839
1r1gk/5/3Rp/PGs1B/KBS[] w,859
1r1gk/5/3Rp/PGs2/KBSB[] b,839
1r1gk/5/3Rp/PGsSB/KB[] b,839
1r2k/4g/2sRp/PG2B/KBS[] w,859
1r2k/3Rg/2s1p/PG2B/KBS[] b,837
1r2k/4g/2s1p/PG2B/KBSR[] b,831
1r1gk/5/2GRp/P3B/KBS[S] b,1834
1r1gk/5/2GR1/P3p/KBS[Sb] w,1402
1r1gk/5/S1GR1/P3p/KBS[b] b,987
1r1gk/5/2G2/P2Rp/KBS[Sb] b,1378
3gk/5/1rGRp/P3B/KBS[S] w,1846
3gk/5/1rGRp/P3B/KBS1S[] b,1431
3gk/3G1/1r1Rp/P3B/KBS[S] b,1826
1r1gk/4p/2sR1/P2G1/KBSB[] b,850
3gk/4p/2sR1/P2G1/KrSB[b] w,440
3gk/4p/2sR1/P2G1/1KSB[Rb] b,898
2g1k/4p/2sR1/P2G1/1KSB[Rb] w,918
2g1k/4p/2R2/P2G1/1KSB[SRb] b,1905
2g1k/4p/2sR1/P2GR/1KSB[b] b,1368
3gk/3sp/3R1/P2G1/1KSB[Rb] w,918
3gk/3sp/2RR1/P2G1/1KSB[b] b,1388
3gk/3sp/2R2/P2G1/1KSB[Rb] b,910
2sgk/4p/1r3/P1G2/KBSB[r] w,384
2sgk/4p/1rG2/P4/KBSB[r] b,364
3gk/2s1p/1rG2/P4/KBSB[r] w,384
3gk/1Gs1p/1r3/P4/KBSB[r] b,364
3gk/1Gs1p/5/Pr3/KBSB[r] w,386
3gk/1Gs1p/5/PrB2/KBS[r] b,372
3gk/1G2p/2s2/PrB2/KBS[r] w,392
3gk/1G2p/1Bs2/Pr3/KBS[r] b,372
3gk/1G2p/2s2/PSB2/KB[Rr] b,848
3gk/1Gs1p/5/PrB2/KBS1r[] w,-94
1G1gk/2s1p/5/PrB2/KBS1r[] b,-114
3gk/G1s1p/5/PrB2/KBS1r[] b,-114
3gk/1Gs1p/5/PrS2/KB1B[r] b,366
3gk/1Gs1p/1r3/P1S2/KB1B[r] w,384
2Ggk/2s1p/1r3/P1S2/KB1B[r] b,364
3gk/rGs1p/5/PrS2/KB1B[] w,-84
